datetime,avg_temp,avg_humid,avg_wind_speed,avg_pressure,date,hour
2015-01-08 00:00:00,18.00,32.00,18.40,1025.1,2015-01-08,0
2015-01-08 01:00:00,16.00,35.00,19.60,1026.1,2015-01-08,1
2015-01-08 02:00:00,15.10,34.00,20.70,1026.8,2015-01-08,2
2015-01-08 03:00:00,14.00,34.00,18.40,1027.8,2015-01-08,3
2015-01-08 04:00:00,12.90,36.00,17.30,1028.8,2015-01-08,4
2015-01-08 05:00:00,12.00,36.00,17.30,1029.1,2015-01-08,5
2015-01-08 06:00:00,10.90,37.00,17.30,1029.8,2015-01-08,6
2015-01-08 07:00:00,10.90,39.00,9.20,1030.5,2015-01-08,7
2015-01-08 08:00:00,10.90,43.00,11.50,1031.2,2015-01-08,8
2015-01-08 09:00:00,10.00,49.00,10.40,1031.2,2015-01-08,9
2015-01-08 10:00:00,10.00,52.00,11.50,1031.8,2015-01-08,10
2015-01-08 11:00:00,10.00,55.00,13.80,1032.8,2015-01-08,11
2015-01-08 12:00:00,10.00,52.00,11.50,1033.5,2015-01-08,12
2015-01-08 13:00:00,12.90,48.00,16.10,1033.9,2015-01-08,13
2015-01-08 14:00:00,14.00,44.00,16.10,1033.9,2015-01-08,14
2015-01-08 15:00:00,16.00,44.00,16.10,1033.2,2015-01-08,15
2015-01-08 16:00:00,17.10,44.00,15.00,1031.5,2015-01-08,16
2015-01-08 17:00:00,18.00,43.00,13.80,1031.5,2015-01-08,17
2015-01-08 18:00:00,19.00,39.00,17.30,1030.8,2015-01-08,18
2015-01-08 19:00:00,18.00,39.00,10.40,1030.5,2015-01-08,19
2015-01-08 20:00:00,18.00,40.00,12.70,1030.8,2015-01-08,20
2015-01-08 21:00:00,17.10,42.00,11.50,1029.8,2015-01-08,21
2015-01-08 22:00:00,18.00,43.00,11.50,1029.5,2015-01-08,22
2015-01-08 23:00:00,17.10,44.00,13.80,1029.5,2015-01-08,23
2015-01-09 00:00:00,17.10,51.00,8.10,1028.4,2015-01-09,0
2015-01-09 01:00:00,17.10,51.00,10.40,1027.4,2015-01-09,1
2015-01-09 02:00:00,17.10,53.00,10.40,,2015-01-09,2
2015-01-09 03:00:00,18.00,53.00,8.10,1025.4,2015-01-09,3
2015-01-09 04:00:00,21.00,49.00,15.00,1024.0,2015-01-09,4
2015-01-09 05:00:00,23.00,45.00,18.40,1022.0,2015-01-09,5
2015-01-09 06:00:00,23.00,48.00,17.30,1021.0,2015-01-09,6
2015-01-09 07:00:00,24.10,47.00,19.60,1019.3,2015-01-09,7
2015-01-09 08:00:00,24.10,47.00,16.10,1017.9,2015-01-09,8
2015-01-09 09:00:00,26.10,44.00,18.40,1016.9,2015-01-09,9
2015-01-09 10:00:00,27.00,43.00,17.85,1017.1,2015-01-09,10
2015-01-09 11:00:00,27.00,50.33,17.27,1017.5,2015-01-09,11
2015-01-09 12:00:00,27.00,58.00,19.60,1019.0,2015-01-09,12
2015-01-09 13:00:00,27.00,54.00,15.55,1019.1,2015-01-09,13
2015-01-09 14:00:00,28.00,50.00,13.80,1019.6,2015-01-09,14
2015-01-09 15:00:00,30.00,44.00,16.10,1019.0,2015-01-09,15
2015-01-09 16:00:00,33.10,39.00,18.40,1017.9,2015-01-09,16
2015-01-09 17:00:00,35.10,35.00,28.80,1017.6,2015-01-09,17
2015-01-09 18:00:00,36.00,35.00,15.00,1017.6,2015-01-09,18
2015-01-09 19:00:00,35.10,38.00,15.00,1018.3,2015-01-09,19
2015-01-09 20:00:00,35.10,35.00,15.00,1019.0,2015-01-09,20
2015-01-09 21:00:00,34.00,35.00,16.10,1020.0,2015-01-09,21
2015-01-09 22:00:00,32.00,,11.50,1021.3,2015-01-09,22
2015-01-09 23:00:00,30.90,41.00,12.70,1022.4,2015-01-09,23
2015-01-10 00:00:00,28.90,41.00,10.40,1023.0,2015-01-10,0
2015-01-10 01:00:00,28.00,42.00,8.10,1024.0,2015-01-10,1
2015-01-10 02:00:00,27.00,42.00,6.90,1024.7,2015-01-10,2
2015-01-10 03:00:00,26.10,42.00,10.40,1024.7,2015-01-10,3
2015-01-10 04:00:00,25.00,42.00,12.70,1025.7,2015-01-10,4
2015-01-10 05:00:00,24.10,41.00,10.40,1026.8,2015-01-10,5
2015-01-10 06:00:00,21.90,43.00,10.40,1027.4,2015-01-10,6
2015-01-10 07:00:00,21.90,36.00,17.30,1028.1,2015-01-10,7
2015-01-10 08:00:00,19.90,39.00,16.10,1029.1,2015-01-10,8
2015-01-10 09:00:00,19.00,37.00,15.00,1029.8,2015-01-10,9
2015-01-10 10:00:00,17.10,38.00,15.00,1031.2,2015-01-10,10
2015-01-10 11:00:00,17.10,38.00,16.10,1032.2,2015-01-10,11
2015-01-10 12:00:00,16.00,38.00,17.30,1033.5,2015-01-10,12
2015-01-10 13:00:00,16.00,36.00,16.10,1035.2,2015-01-10,13
2015-01-10 14:00:00,17.10,38.00,15.00,1035.6,2015-01-10,14
2015-01-10 15:00:00,18.00,35.00,15.00,1035.9,2015-01-10,15
2015-01-10 16:00:00,19.00,35.00,8.10,1035.2,2015-01-10,16
2015-01-10 17:00:00,19.90,32.00,11.50,1034.2,2015-01-10,17
2015-01-10 18:00:00,21.00,32.00,10.40,1034.2,2015-01-10,18
2015-01-10 19:00:00,21.90,34.00,10.40,1034.2,2015-01-10,19
2015-01-10 20:00:00,21.90,33.00,11.50,1034.9,2015-01-10,20
2015-01-10 21:00:00,19.90,34.00,9.20,1035.2,2015-01-10,21
2015-01-10 22:00:00,19.00,38.00,9.80,1035.0,2015-01-10,22
2015-01-10 23:00:00,19.90,37.00,11.50,1036.2,2015-01-10,23
2015-01-11 00:00:00,19.00,41.00,10.40,1036.2,2015-01-11,0
2015-01-11 01:00:00,18.00,51.00,6.90,1036.9,2015-01-11,1
2015-01-11 02:00:00,18.00,51.00,4.60,1037.3,2015-01-11,2
2015-01-11 03:00:00,18.00,53.00,0.00,1037.3,2015-01-11,3
2015-01-11 04:00:00,18.00,49.00,3.50,1037.6,2015-01-11,4
2015-01-11 05:00:00,16.00,56.00,0.00,1037.3,2015-01-11,5
2015-01-11 06:00:00,15.10,58.00,6.90,1037.9,2015-01-11,6
2015-01-11 07:00:00,17.10,58.00,3.50,1038.3,2015-01-11,7
2015-01-11 08:00:00,17.10,67.00,4.60,1037.9,2015-01-11,8
2015-01-11 09:00:00,17.10,67.00,4.60,1038.3,2015-01-11,9
2015-01-11 10:00:00,17.10,64.00,0.00,1038.9,2015-01-11,10
2015-01-11 11:00:00,16.00,73.00,3.50,1038.9,2015-01-11,11
2015-01-11 12:00:00,19.00,67.00,3.50,1039.3,2015-01-11,12
2015-01-11 13:00:00,21.90,60.00,6.90,1039.6,2015-01-11,13
2015-01-11 14:00:00,27.00,50.00,6.90,1040.0,2015-01-11,14
2015-01-11 15:00:00,30.90,53.00,10.40,1038.9,2015-01-11,15
2015-01-11 16:00:00,34.00,45.00,13.80,1037.6,2015-01-11,16
2015-01-11 17:00:00,37.00,37.00,11.50,1036.6,2015-01-11,17
2015-01-11 18:00:00,39.00,34.00,12.70,1035.9,2015-01-11,18
2015-01-11 19:00:00,39.00,34.00,13.80,1035.6,2015-01-11,19
2015-01-11 20:00:00,37.90,37.00,11.50,1035.2,2015-01-11,20
2015-01-11 21:00:00,37.00,40.00,8.10,1035.6,2015-01-11,21
2015-01-11 22:00:00,36.00,40.00,6.90,1035.6,2015-01-11,22
2015-01-11 23:00:00,35.10,45.00,9.20,1035.9,2015-01-11,23
2015-01-12 00:00:00,35.10,52.00,10.40,1035.6,2015-01-12,0
2015-01-12 01:00:00,34.00,59.00,5.80,1035.2,2015-01-12,1
2015-01-12 02:00:00,35.10,61.00,3.50,1034.9,2015-01-12,2
2015-01-12 03:00:00,34.00,64.00,5.80,1034.2,2015-01-12,3
2015-01-12 04:00:00,35.10,56.00,3.50,1033.2,2015-01-12,4
2015-01-12 05:00:00,35.35,53.50,5.80,1032.8,2015-01-12,5
2015-01-12 06:00:00,34.30,64.67,5.00,1032.5,2015-01-12,6
2015-01-12 07:00:00,34.55,66.50,4.60,1032.3,2015-01-12,7
2015-01-12 08:00:00,35.10,66.00,4.60,1031.2,2015-01-12,8
2015-01-12 09:00:00,34.00,72.00,8.10,1030.1,2015-01-12,9
2015-01-12 10:00:00,34.00,79.00,5.80,1029.5,2015-01-12,10
2015-01-12 11:00:00,33.93,80.33,7.30,1028.9,2015-01-12,11
2015-01-12 12:00:00,33.42,88.80,7.38,1028.6,2015-01-12,12
2015-01-12 13:00:00,33.78,,5.30,1028.3,2015-01-12,13
2015-01-12 14:00:00,34.00,97.00,1.75,1027.2,2015-01-12,14
2015-01-12 15:00:00,34.95,92.33,2.62,1025.6,2015-01-12,15
2015-01-12 16:00:00,35.10,92.00,6.90,1024.0,2015-01-12,16
2015-01-12 17:00:00,35.55,90.50,4.65,1023.0,2015-01-12,17
2015-01-12 18:00:00,36.00,92.00,3.47,1022.0,2015-01-12,18
2015-01-12 19:00:00,36.00,97.00,0.00,1021.3,2015-01-12,19
2015-01-12 20:00:00,36.50,95.00,2.90,1021.3,2015-01-12,20
2015-01-12 21:00:00,37.45,91.00,4.05,1021.1,2015-01-12,21
2015-01-12 22:00:00,37.80,92.20,3.46,1020.7,2015-01-12,22
2015-01-12 23:00:00,37.90,89.00,3.50,1020.7,2015-01-12,23
2015-01-13 00:00:00,37.90,89.00,5.80,1021.0,2015-01-13,0
2015-01-13 01:00:00,37.45,89.50,6.35,1021.5,2015-01-13,1
2015-01-13 02:00:00,37.60,90.33,6.57,1022.4,2015-01-13,2
2015-01-13 03:00:00,37.90,89.00,6.35,1023.2,2015-01-13,3
2015-01-13 04:00:00,37.90,84.67,9.23,1024.2,2015-01-13,4
2015-01-13 05:00:00,37.00,76.00,15.00,1025.1,2015-01-13,5
2015-01-13 06:00:00,36.50,73.50,11.50,1026.0,2015-01-13,6
2015-01-13 07:00:00,36.00,71.00,13.07,1027.3,2015-01-13,7
2015-01-13 08:00:00,35.10,69.00,10.40,1028.4,2015-01-13,8
2015-01-13 09:00:00,35.10,69.00,12.70,1029.5,2015-01-13,9
2015-01-13 10:00:00,32.00,,21.90,1030.8,2015-01-13,10
2015-01-13 11:00:00,28.00,58.00,18.40,1032.2,2015-01-13,11
2015-01-13 12:00:00,26.10,52.00,17.30,1033.5,2015-01-13,12
2015-01-13 13:00:00,27.00,50.00,12.70,1034.9,2015-01-13,13
2015-01-13 14:00:00,28.00,46.00,12.70,1035.6,2015-01-13,14
2015-01-13 15:00:00,30.00,43.00,12.70,1035.9,2015-01-13,15
2015-01-13 16:00:00,30.90,45.00,12.70,1034.9,2015-01-13,16
2015-01-13 17:00:00,32.00,,12.70,1034.5,2015-01-13,17
2015-01-13 18:00:00,32.00,,15.00,1034.5,2015-01-13,18
2015-01-13 19:00:00,30.00,39.00,13.80,1035.2,2015-01-13,19
2015-01-13 20:00:00,30.00,39.00,12.70,1035.2,2015-01-13,20
2015-01-13 21:00:00,28.00,44.00,8.10,1035.6,2015-01-13,21
2015-01-13 22:00:00,27.00,46.00,9.20,1036.2,2015-01-13,22
2015-01-13 23:00:00,26.10,46.00,8.10,1036.2,2015-01-13,23
2015-01-14 00:00:00,26.10,40.00,10.40,1036.6,2015-01-14,0
2015-01-14 01:00:00,24.10,46.00,11.50,1036.6,2015-01-14,1
2015-01-14 02:00:00,23.00,48.00,8.10,1036.2,2015-01-14,2
2015-01-14 03:00:00,21.90,45.00,11.50,1035.6,2015-01-14,3
2015-01-14 04:00:00,21.00,52.00,10.40,1034.9,2015-01-14,4
2015-01-14 05:00:00,21.00,52.00,12.65,1034.5,2015-01-14,5
2015-01-14 06:00:00,19.90,54.00,12.10,1034.2,2015-01-14,6
2015-01-14 07:00:00,21.00,57.00,12.70,1033.2,2015-01-14,7
2015-01-14 08:00:00,21.00,59.00,11.50,1032.2,2015-01-14,8
2015-01-14 09:00:00,21.00,59.00,15.00,1031.5,2015-01-14,9
2015-01-14 10:00:00,21.00,62.00,10.40,1031.2,2015-01-14,10
2015-01-14 11:00:00,21.45,62.00,10.35,1031.3,2015-01-14,11
2015-01-14 12:00:00,21.90,65.00,10.40,1031.2,2015-01-14,12
2015-01-14 13:00:00,23.00,65.00,12.70,1030.1,2015-01-14,13
2015-01-14 14:00:00,24.10,65.00,16.10,1029.8,2015-01-14,14
2015-01-14 15:00:00,26.35,64.00,12.10,1028.6,2015-01-14,15
2015-01-14 16:00:00,28.00,63.00,12.70,1027.4,2015-01-14,16
2015-01-14 17:00:00,30.00,60.00,8.10,1026.4,2015-01-14,17
2015-01-14 18:00:00,30.55,62.50,8.10,1026.1,2015-01-14,18
2015-01-14 19:00:00,30.90,63.00,6.90,1025.4,2015-01-14,19
2015-01-14 20:00:00,32.00,,6.90,1025.1,2015-01-14,20
2015-01-14 21:00:00,32.00,,8.10,1024.7,2015-01-14,21
2015-01-14 22:00:00,30.90,63.00,6.90,1024.7,2015-01-14,22
2015-01-14 23:00:00,30.55,62.50,4.60,1024.4,2015-01-14,23
2015-01-15 00:00:00,30.90,61.00,6.90,1024.4,2015-01-15,0
2015-01-15 01:00:00,30.90,61.00,6.90,1024.4,2015-01-15,1
2015-01-15 02:00:00,30.90,61.00,6.90,1024.0,2015-01-15,2
2015-01-15 03:00:00,30.00,63.00,9.20,1023.4,2015-01-15,3
2015-01-15 04:00:00,30.00,63.00,6.90,1023.0,2015-01-15,4
2015-01-15 05:00:00,30.00,63.00,6.90,1022.4,2015-01-15,5
2015-01-15 06:00:00,30.00,63.00,6.90,1022.5,2015-01-15,6
2015-01-15 07:00:00,30.00,63.00,5.80,1022.7,2015-01-15,7
2015-01-15 08:00:00,30.00,66.00,6.95,1022.2,2015-01-15,8
2015-01-15 09:00:00,30.00,69.00,4.05,1021.9,2015-01-15,9
2015-01-15 10:00:00,30.00,69.00,8.10,1022.0,2015-01-15,10
2015-01-15 11:00:00,30.00,69.00,6.90,1022.4,2015-01-15,11
2015-01-15 12:00:00,30.00,69.00,6.90,1022.4,2015-01-15,12
2015-01-15 13:00:00,30.00,69.00,5.80,1022.4,2015-01-15,13
2015-01-15 14:00:00,30.90,66.00,6.90,1022.0,2015-01-15,14
2015-01-15 15:00:00,32.00,,5.80,1021.3,2015-01-15,15
2015-01-15 16:00:00,32.00,,4.60,1020.0,2015-01-15,16
2015-01-15 17:00:00,32.55,58.00,6.35,1019.3,2015-01-15,17
2015-01-15 18:00:00,34.00,55.00,7.50,1018.1,2015-01-15,18
2015-01-15 19:00:00,35.10,50.50,10.35,1017.9,2015-01-15,19
2015-01-15 20:00:00,35.10,49.00,9.20,1017.9,2015-01-15,20
2015-01-15 21:00:00,33.10,51.00,8.10,1017.6,2015-01-15,21
