datetime,avg_temp,avg_humid,avg_wind_speed,avg_pressure,date,hour
2015-07-19 18:00:00,93.90,49.00,10.40,1010.2,2015-07-19,18
2015-07-19 19:00:00,95.00,49.00,11.50,1009.8,2015-07-19,19
2015-07-19 20:00:00,95.00,46.00,11.50,1009.1,2015-07-19,20
2015-07-19 21:00:00,93.90,45.00,11.50,1008.1,2015-07-19,21
2015-07-19 22:00:00,91.90,49.00,11.50,1008.1,2015-07-19,22
2015-07-19 23:00:00,90.00,58.00,11.50,1008.1,2015-07-19,23
2015-07-20 00:00:00,88.00,66.00,5.80,1008.1,2015-07-20,0
2015-07-20 01:00:00,86.00,72.00,4.60,1008.8,2015-07-20,1
2015-07-20 02:00:00,84.90,72.00,6.90,1008.8,2015-07-20,2
2015-07-20 03:00:00,86.00,70.00,10.40,1008.5,2015-07-20,3
2015-07-20 04:00:00,84.00,75.00,12.70,1008.5,2015-07-20,4
2015-07-20 05:00:00,82.90,80.00,9.20,1007.8,2015-07-20,5
2015-07-20 06:00:00,82.90,80.00,6.90,1007.5,2015-07-20,6
2015-07-20 07:00:00,82.90,80.00,6.90,1006.4,2015-07-20,7
2015-07-20 08:00:00,82.00,82.00,9.20,1006.4,2015-07-20,8
2015-07-20 09:00:00,81.00,85.00,6.90,1007.1,2015-07-20,9
2015-07-20 10:00:00,82.45,76.00,7.50,1007.6,2015-07-20,10
2015-07-20 11:00:00,82.90,63.00,8.10,1007.8,2015-07-20,11
2015-07-20 12:00:00,86.00,50.00,6.90,1008.1,2015-07-20,12
2015-07-20 13:00:00,86.00,52.00,8.10,1008.1,2015-07-20,13
2015-07-20 14:00:00,88.00,48.00,4.60,1007.8,2015-07-20,14
2015-07-20 15:00:00,90.00,49.00,9.20,1007.1,2015-07-20,15
2015-07-20 16:00:00,90.05,49.50,8.65,1007.1,2015-07-20,16
2015-07-20 17:00:00,91.90,49.00,11.50,1006.8,2015-07-20,17
2015-07-20 18:00:00,93.90,45.00,9.20,1006.4,2015-07-20,18
2015-07-20 19:00:00,93.90,43.00,11.50,1006.1,2015-07-20,19
2015-07-20 20:00:00,93.90,42.00,13.80,1005.8,2015-07-20,20
2015-07-20 21:00:00,93.00,46.00,10.40,1005.4,2015-07-20,21
2015-07-20 22:00:00,91.90,49.00,10.40,1005.4,2015-07-20,22
2015-07-20 23:00:00,91.00,50.00,8.10,1005.4,2015-07-20,23
2015-07-21 00:00:00,89.10,56.00,6.90,1005.4,2015-07-21,0
2015-07-21 01:00:00,87.10,63.00,10.40,1006.4,2015-07-21,1
2015-07-21 02:00:00,83.93,71.67,5.37,1006.3,2015-07-21,2
2015-07-21 03:00:00,82.00,82.00,3.50,1005.8,2015-07-21,3
2015-07-21 04:00:00,82.00,82.00,3.50,1005.4,2015-07-21,4
2015-07-21 05:00:00,81.00,82.00,4.60,1005.1,2015-07-21,5
2015-07-21 06:00:00,80.10,85.00,4.60,1005.1,2015-07-21,6
2015-07-21 07:00:00,80.10,85.00,4.60,1005.1,2015-07-21,7
2015-07-21 08:00:00,79.55,82.00,4.65,1005.1,2015-07-21,8
2015-07-21 09:00:00,79.55,79.00,4.60,1005.1,2015-07-21,9
2015-07-21 10:00:00,80.10,76.00,5.80,1005.1,2015-07-21,10
2015-07-21 11:00:00,81.00,72.00,0.00,1004.7,2015-07-21,11
2015-07-21 12:00:00,82.00,72.00,3.50,1005.1,2015-07-21,12
2015-07-21 13:00:00,84.90,59.00,3.50,1004.4,2015-07-21,13
2015-07-21 14:00:00,87.10,45.00,5.80,1004.7,2015-07-21,14
2015-07-21 15:00:00,88.00,44.00,4.60,1004.4,2015-07-21,15
2015-07-21 16:00:00,89.10,45.00,8.10,1004.1,2015-07-21,16
2015-07-21 17:00:00,89.10,45.00,8.10,1003.4,2015-07-21,17
2015-07-21 18:00:00,90.00,47.00,9.20,1002.7,2015-07-21,18
2015-07-21 19:00:00,89.10,45.00,12.70,1003.0,2015-07-21,19
2015-07-21 20:00:00,89.10,47.00,11.50,1002.7,2015-07-21,20
2015-07-21 21:00:00,88.00,52.00,8.10,1002.4,2015-07-21,21
2015-07-21 22:00:00,88.00,52.00,9.20,1003.0,2015-07-21,22
2015-07-21 23:00:00,87.10,55.00,10.40,1003.0,2015-07-21,23
2015-07-22 00:00:00,79.55,61.00,14.95,1003.9,2015-07-22,0
2015-07-22 01:00:00,78.10,62.00,3.50,1004.7,2015-07-22,1
2015-07-22 02:00:00,78.10,62.00,8.10,1005.1,2015-07-22,2
2015-07-22 03:00:00,75.00,69.00,6.90,1005.8,2015-07-22,3
2015-07-22 04:00:00,73.90,71.00,9.20,1006.4,2015-07-22,4
2015-07-22 05:00:00,73.00,71.00,9.20,1006.8,2015-07-22,5
2015-07-22 06:00:00,73.00,71.00,6.90,1007.1,2015-07-22,6
2015-07-22 07:00:00,72.00,73.00,8.10,1007.5,2015-07-22,7
2015-07-22 08:00:00,71.10,71.00,6.90,1007.8,2015-07-22,8
2015-07-22 09:00:00,71.10,71.00,5.80,1008.5,2015-07-22,9
2015-07-22 10:00:00,71.10,63.00,6.90,1009.1,2015-07-22,10
2015-07-22 11:00:00,72.00,57.00,8.10,1009.8,2015-07-22,11
2015-07-22 12:00:00,75.00,52.00,10.40,1009.8,2015-07-22,12
2015-07-22 13:00:00,78.10,43.00,10.40,1010.2,2015-07-22,13
2015-07-22 14:00:00,79.00,41.00,11.50,1010.2,2015-07-22,14
2015-07-22 15:00:00,81.00,39.00,10.40,1010.5,2015-07-22,15
2015-07-22 16:00:00,82.90,34.00,15.00,1010.2,2015-07-22,16
2015-07-22 17:00:00,82.90,37.00,10.40,1009.8,2015-07-22,17
2015-07-22 18:00:00,84.00,35.00,13.80,1009.8,2015-07-22,18
2015-07-22 19:00:00,84.00,35.00,16.10,1009.5,2015-07-22,19
2015-07-22 20:00:00,84.00,35.00,15.00,1009.5,2015-07-22,20
2015-07-22 21:00:00,84.00,35.00,16.10,1009.5,2015-07-22,21
2015-07-22 22:00:00,84.00,35.00,11.50,1010.5,2015-07-22,22
2015-07-22 23:00:00,82.00,37.00,12.70,1010.8,2015-07-22,23
2015-07-23 00:00:00,81.00,38.00,9.20,1011.2,2015-07-23,0
2015-07-23 01:00:00,78.10,43.00,8.10,1012.2,2015-07-23,1
2015-07-23 02:00:00,77.00,45.00,4.60,1012.5,2015-07-23,2
2015-07-23 03:00:00,75.90,47.00,5.80,1012.9,2015-07-23,3
2015-07-23 04:00:00,75.00,48.00,6.90,1013.2,2015-07-23,4
2015-07-23 05:00:00,73.90,48.00,8.10,1013.2,2015-07-23,5
2015-07-23 06:00:00,73.00,51.00,4.60,1013.5,2015-07-23,6
2015-07-23 07:00:00,70.00,55.00,6.90,1013.5,2015-07-23,7
2015-07-23 08:00:00,71.10,53.00,4.60,1013.5,2015-07-23,8
2015-07-23 09:00:00,69.10,55.00,4.60,1013.9,2015-07-23,9
2015-07-23 10:00:00,69.10,57.00,4.60,1014.6,2015-07-23,10
2015-07-23 11:00:00,71.10,53.00,9.20,1014.9,2015-07-23,11
2015-07-23 12:00:00,75.00,46.00,10.40,1014.9,2015-07-23,12
2015-07-23 13:00:00,75.90,45.00,5.80,1014.9,2015-07-23,13
2015-07-23 14:00:00,78.10,40.00,5.80,1014.9,2015-07-23,14
2015-07-23 15:00:00,79.00,39.00,9.20,1014.2,2015-07-23,15
2015-07-23 16:00:00,80.10,38.00,13.80,1013.9,2015-07-23,16
2015-07-23 17:00:00,82.00,35.00,9.20,1013.9,2015-07-23,17
2015-07-23 18:00:00,81.50,34.50,8.65,1013.7,2015-07-23,18
2015-07-23 19:00:00,82.90,32.00,11.50,1013.2,2015-07-23,19
2015-07-23 20:00:00,82.90,33.00,9.20,1012.9,2015-07-23,20
2015-07-23 21:00:00,82.00,34.00,12.70,1012.9,2015-07-23,21
2015-07-23 22:00:00,82.90,32.00,9.20,1012.9,2015-07-23,22
2015-07-23 23:00:00,82.00,33.00,9.20,1013.2,2015-07-23,23
2015-07-24 00:00:00,80.10,35.00,8.10,1013.5,2015-07-24,0
2015-07-24 01:00:00,79.00,36.00,9.20,1013.9,2015-07-24,1
2015-07-24 02:00:00,75.00,52.00,3.50,1013.9,2015-07-24,2
2015-07-24 03:00:00,73.00,51.00,5.80,1013.9,2015-07-24,3
2015-07-24 04:00:00,73.00,51.00,6.90,1014.2,2015-07-24,4
2015-07-24 05:00:00,72.00,53.00,6.90,1013.9,2015-07-24,5
2015-07-24 06:00:00,70.00,57.00,6.90,1013.9,2015-07-24,6
2015-07-24 07:00:00,69.10,59.00,5.80,1013.9,2015-07-24,7
2015-07-24 08:00:00,69.10,61.00,0.00,1013.9,2015-07-24,8
2015-07-24 09:00:00,69.10,59.00,0.00,1014.2,2015-07-24,9
2015-07-24 10:00:00,70.00,59.00,5.80,1014.2,2015-07-24,10
2015-07-24 11:00:00,73.00,51.00,9.20,1014.9,2015-07-24,11
2015-07-24 12:00:00,75.00,45.00,10.40,1015.2,2015-07-24,12
2015-07-24 13:00:00,78.10,39.00,11.50,1014.6,2015-07-24,13
2015-07-24 14:00:00,80.10,37.00,8.10,1014.9,2015-07-24,14
2015-07-24 15:00:00,82.00,33.00,9.20,1014.9,2015-07-24,15
2015-07-24 16:00:00,82.90,30.00,10.40,1014.6,2015-07-24,16
2015-07-24 17:00:00,84.00,28.00,9.20,1014.2,2015-07-24,17
2015-07-24 18:00:00,84.90,28.00,10.40,1013.5,2015-07-24,18
2015-07-24 19:00:00,84.90,28.00,10.40,1013.2,2015-07-24,19
2015-07-24 20:00:00,84.90,28.00,9.20,1013.2,2015-07-24,20
2015-07-24 21:00:00,84.90,27.00,6.90,1013.2,2015-07-24,21
2015-07-24 22:00:00,84.00,30.00,5.80,1013.5,2015-07-24,22
2015-07-24 23:00:00,82.90,32.00,6.90,1013.9,2015-07-24,23
2015-07-25 00:00:00,82.90,33.00,6.90,1014.2,2015-07-25,0
2015-07-25 01:00:00,75.90,52.00,6.90,1014.6,2015-07-25,1
2015-07-25 02:00:00,73.90,67.00,5.80,1014.9,2015-07-25,2
2015-07-25 03:00:00,73.90,67.00,5.80,1014.9,2015-07-25,3
2015-07-25 04:00:00,73.00,66.00,3.50,1014.9,2015-07-25,4
2015-07-25 05:00:00,73.00,69.00,3.50,1014.9,2015-07-25,5
2015-07-25 06:00:00,72.00,66.00,4.60,1014.9,2015-07-25,6
2015-07-25 07:00:00,70.00,68.00,4.60,1014.9,2015-07-25,7
2015-07-25 08:00:00,69.10,68.00,3.50,1014.9,2015-07-25,8
2015-07-25 09:00:00,69.10,63.00,5.80,1015.6,2015-07-25,9
2015-07-25 10:00:00,71.10,61.00,3.50,1015.9,2015-07-25,10
2015-07-25 11:00:00,75.00,54.00,0.00,1015.9,2015-07-25,11
2015-07-25 12:00:00,79.00,47.00,3.50,1016.3,2015-07-25,12
2015-07-25 13:00:00,82.00,40.00,0.00,1016.3,2015-07-25,13
2015-07-25 14:00:00,84.00,33.00,4.60,1016.3,2015-07-25,14
2015-07-25 15:00:00,84.90,32.00,4.60,1015.9,2015-07-25,15
2015-07-25 16:00:00,87.10,29.00,4.60,1015.6,2015-07-25,16
2015-07-25 17:00:00,88.00,27.00,5.80,1015.2,2015-07-25,17
2015-07-25 18:00:00,88.00,29.00,5.80,1015.2,2015-07-25,18
2015-07-25 19:00:00,88.00,31.00,8.10,1014.9,2015-07-25,19
2015-07-25 20:00:00,88.00,28.00,6.90,1014.6,2015-07-25,20
2015-07-25 21:00:00,88.00,31.00,11.50,1014.2,2015-07-25,21
2015-07-25 22:00:00,87.10,35.00,11.50,1014.2,2015-07-25,22
2015-07-25 23:00:00,84.00,45.00,12.70,1014.6,2015-07-25,23
2015-07-26 00:00:00,80.10,51.00,9.20,1015.2,2015-07-26,0
2015-07-26 01:00:00,79.00,53.00,10.40,1015.6,2015-07-26,1
2015-07-26 02:00:00,78.10,58.00,11.50,1015.9,2015-07-26,2
2015-07-26 03:00:00,77.00,60.00,10.40,1015.9,2015-07-26,3
2015-07-26 04:00:00,75.90,60.00,8.10,1015.6,2015-07-26,4
2015-07-26 05:00:00,75.00,62.00,5.80,1015.6,2015-07-26,5
2015-07-26 06:00:00,73.90,62.00,4.60,1015.2,2015-07-26,6
2015-07-26 07:00:00,73.00,66.00,6.90,1015.2,2015-07-26,7
2015-07-26 08:00:00,73.00,64.00,8.10,1014.9,2015-07-26,8
2015-07-26 09:00:00,72.00,66.00,5.80,1015.2,2015-07-26,9
2015-07-26 10:00:00,73.00,69.00,9.20,1015.6,2015-07-26,10
2015-07-26 11:00:00,75.00,69.00,10.40,1016.3,2015-07-26,11
2015-07-26 12:00:00,79.00,62.00,9.20,1016.3,2015-07-26,12
2015-07-26 13:00:00,82.00,55.00,15.00,1016.3,2015-07-26,13
2015-07-26 14:00:00,84.00,51.00,17.30,1015.9,2015-07-26,14
2015-07-26 15:00:00,84.90,51.00,10.40,1015.9,2015-07-26,15
2015-07-26 16:00:00,86.00,48.00,11.50,1015.9,2015-07-26,16
2015-07-26 17:00:00,89.10,45.00,12.70,1015.6,2015-07-26,17
2015-07-26 18:00:00,89.10,45.00,16.10,1015.2,2015-07-26,18
2015-07-26 19:00:00,89.10,45.00,11.50,1014.9,2015-07-26,19
2015-07-26 20:00:00,88.00,47.00,13.80,1014.2,2015-07-26,20
2015-07-26 21:00:00,86.00,50.00,11.50,1014.6,2015-07-26,21
2015-07-26 22:00:00,84.90,50.00,15.00,1014.6,2015-07-26,22
2015-07-26 23:00:00,82.90,53.00,6.90,1014.9,2015-07-26,23
2015-07-27 00:00:00,80.10,60.00,11.50,1015.2,2015-07-27,0
2015-07-27 01:00:00,79.00,65.00,10.40,1015.6,2015-07-27,1
2015-07-27 02:00:00,77.00,71.00,9.20,1015.2,2015-07-27,2
2015-07-27 03:00:00,78.10,69.00,9.20,1015.6,2015-07-27,3
2015-07-27 04:00:00,77.00,69.00,8.10,1015.6,2015-07-27,4
2015-07-27 05:00:00,75.90,74.00,10.40,1015.2,2015-07-27,5
2015-07-27 06:00:00,74.52,75.17,6.92,1015.3,2015-07-27,6
2015-07-27 07:00:00,72.28,84.00,6.62,1015.8,2015-07-27,7
2015-07-27 08:00:00,71.10,90.00,5.00,1015.9,2015-07-27,8
2015-07-27 09:00:00,71.10,88.50,5.80,1015.8,2015-07-27,9
2015-07-27 10:00:00,72.00,89.00,6.90,1015.8,2015-07-27,10
2015-07-27 11:00:00,73.90,85.00,3.50,1016.3,2015-07-27,11
2015-07-27 12:00:00,75.00,84.00,5.80,1016.9,2015-07-27,12
2015-07-27 13:00:00,77.00,77.00,3.50,1017.3,2015-07-27,13
2015-07-27 14:00:00,79.00,72.00,4.60,1017.3,2015-07-27,14
2015-07-27 15:00:00,81.00,67.00,4.60,1016.9,2015-07-27,15
2015-07-27 16:00:00,82.00,63.00,5.80,1016.6,2015-07-27,16
2015-07-27 17:00:00,82.00,63.00,3.50,,2015-07-27,17
2015-07-27 18:00:00,84.00,59.00,6.90,1015.9,2015-07-27,18
2015-07-27 19:00:00,84.90,57.00,9.20,1015.6,2015-07-27,19
2015-07-27 20:00:00,84.90,55.00,9.20,1015.2,2015-07-27,20
2015-07-27 21:00:00,84.00,59.00,9.20,1014.9,2015-07-27,21
2015-07-27 22:00:00,82.90,63.00,9.20,1014.9,2015-07-27,22
2015-07-27 23:00:00,82.00,65.00,9.20,1015.2,2015-07-27,23
2015-07-28 00:00:00,80.10,72.00,6.90,1016.3,2015-07-28,0
2015-07-28 01:00:00,79.00,74.00,5.80,1016.6,2015-07-28,1
2015-07-28 02:00:00,78.10,76.00,0.00,1016.6,2015-07-28,2
2015-07-28 03:00:00,78.10,79.00,4.60,1016.6,2015-07-28,3
2015-07-28 04:00:00,77.00,82.00,5.80,,2015-07-28,4
2015-07-28 05:00:00,75.90,85.00,0.00,1016.6,2015-07-28,5
2015-07-28 06:00:00,75.90,85.00,5.80,1016.3,2015-07-28,6
2015-07-28 07:00:00,75.90,85.00,0.00,1016.3,2015-07-28,7
2015-07-28 08:00:00,75.00,88.00,0.00,1015.9,2015-07-28,8
2015-07-28 09:00:00,75.18,87.40,1.62,1016.1,2015-07-28,9
2015-07-28 10:00:00,75.90,88.00,3.50,1016.6,2015-07-28,10
2015-07-28 11:00:00,76.27,87.00,3.47,1016.6,2015-07-28,11
2015-07-28 12:00:00,80.10,79.00,4.60,1016.6,2015-07-28,12
2015-07-28 13:00:00,82.45,73.00,2.30,1016.6,2015-07-28,13
2015-07-28 14:00:00,86.00,59.00,3.50,1016.3,2015-07-28,14
2015-07-28 15:00:00,86.55,58.00,4.60,1016.1,2015-07-28,15
2015-07-28 16:00:00,88.00,52.00,4.60,1015.6,2015-07-28,16
2015-07-28 17:00:00,89.10,50.00,5.80,1014.9,2015-07-28,17
2015-07-28 18:00:00,91.00,45.00,6.90,1014.6,2015-07-28,18
2015-07-28 19:00:00,91.00,45.00,9.20,1014.6,2015-07-28,19
2015-07-28 20:00:00,90.00,49.00,8.10,1014.2,2015-07-28,20
2015-07-28 21:00:00,91.00,47.00,9.20,1014.2,2015-07-28,21
2015-07-28 22:00:00,91.00,47.00,9.20,1013.5,2015-07-28,22
2015-07-28 23:00:00,88.00,55.00,8.10,1014.6,2015-07-28,23
2015-07-29 00:00:00,84.00,65.00,10.40,1014.9,2015-07-29,0
2015-07-29 01:00:00,82.00,70.00,5.80,1015.9,2015-07-29,1
2015-07-29 02:00:00,81.00,74.00,3.50,1015.6,2015-07-29,2
2015-07-29 03:00:00,80.10,76.00,6.90,1015.9,2015-07-29,3
2015-07-29 04:00:00,80.10,79.00,4.60,1015.9,2015-07-29,4
2015-07-29 05:00:00,79.00,85.00,3.50,1015.6,2015-07-29,5
2015-07-29 06:00:00,79.00,82.00,4.60,1015.2,2015-07-29,6
2015-07-29 07:00:00,79.00,85.00,3.50,1014.9,2015-07-29,7
2015-07-29 08:00:00,79.00,77.00,0.00,1014.9,2015-07-29,8
2015-07-29 09:00:00,76.45,83.50,0.00,1015.2,2015-07-29,9
2015-07-29 10:00:00,77.55,82.00,0.00,1015.4,2015-07-29,10
2015-07-29 11:00:00,82.20,66.50,0.00,1015.8,2015-07-29,11
2015-07-29 12:00:00,82.00,72.00,5.80,1016.3,2015-07-29,12
2015-07-29 13:00:00,84.00,70.00,8.10,1016.3,2015-07-29,13
2015-07-29 14:00:00,86.00,63.00,6.90,1016.3,2015-07-29,14
2015-07-29 15:00:00,88.10,57.50,6.90,1016.1,2015-07-29,15
2015-07-29 16:00:00,90.00,49.00,10.40,1015.9,2015-07-29,16
2015-07-29 17:00:00,91.00,50.00,10.40,1015.2,2015-07-29,17
2015-07-29 18:00:00,91.90,48.00,9.20,1014.9,2015-07-29,18
2015-07-29 19:00:00,93.00,44.00,10.40,1014.2,2015-07-29,19
2015-07-29 20:00:00,91.00,54.00,11.50,1013.9,2015-07-29,20
2015-07-29 21:00:00,90.00,54.00,12.70,1013.9,2015-07-29,21
2015-07-29 22:00:00,89.10,56.00,16.10,1013.5,2015-07-29,22
2015-07-29 23:00:00,84.90,63.00,11.50,1014.2,2015-07-29,23
2015-07-30 00:00:00,82.90,70.00,8.10,1014.2,2015-07-30,0
2015-07-30 01:00:00,82.00,72.00,6.90,1014.6,2015-07-30,1
2015-07-30 02:00:00,82.00,74.00,8.10,1014.2,2015-07-30,2
2015-07-30 03:00:00,82.00,74.00,9.20,1014.2,2015-07-30,3
2015-07-30 04:00:00,81.00,77.00,6.90,1014.2,2015-07-30,4
2015-07-30 05:00:00,80.10,76.00,8.10,1014.2,2015-07-30,5
2015-07-30 06:00:00,79.00,79.00,9.20,1013.9,2015-07-30,6
2015-07-30 07:00:00,78.10,82.00,8.10,1013.5,2015-07-30,7
2015-07-30 08:00:00,78.10,82.00,8.10,1013.2,2015-07-30,8
2015-07-30 09:00:00,78.10,82.00,9.20,1013.2,2015-07-30,9
2015-07-30 10:00:00,78.10,85.00,8.10,1013.5,2015-07-30,10
2015-07-30 11:00:00,80.10,79.00,11.50,1013.2,2015-07-30,11
2015-07-30 12:00:00,82.00,74.00,10.40,1013.2,2015-07-30,12
2015-07-30 13:00:00,84.90,68.00,13.80,1012.5,2015-07-30,13
2015-07-30 14:00:00,86.00,66.00,12.70,1012.5,2015-07-30,14
2015-07-30 15:00:00,86.55,64.50,12.70,1012.5,2015-07-30,15
2015-07-30 16:00:00,88.00,63.00,14.95,1012.0,2015-07-30,16
2015-07-30 17:00:00,90.00,58.00,16.10,1011.2,2015-07-30,17
2015-07-30 18:00:00,86.48,68.20,14.52,1010.9,2015-07-30,18
2015-07-30 19:00:00,82.45,77.00,12.40,1010.6,2015-07-30,19
2015-07-30 20:00:00,77.97,82.00,10.73,1010.8,2015-07-30,20
2015-07-30 21:00:00,78.03,86.00,9.23,1010.4,2015-07-30,21
2015-07-30 22:00:00,79.55,82.00,8.65,1010.4,2015-07-30,22
2015-07-30 23:00:00,80.10,79.00,8.10,1010.8,2015-07-30,23
2015-07-31 00:00:00,79.00,82.00,8.10,1011.2,2015-07-31,0
2015-07-31 01:00:00,79.00,85.00,9.20,1011.5,2015-07-31,1
2015-07-31 02:00:00,78.10,87.00,9.20,1011.5,2015-07-31,2
2015-07-31 03:00:00,78.20,86.00,10.00,1011.9,2015-07-31,3
2015-07-31 04:00:00,77.37,88.00,8.10,1011.9,2015-07-31,4
2015-07-31 05:00:00,77.00,83.50,8.05,1011.5,2015-07-31,5
2015-07-31 06:00:00,76.45,74.00,8.65,1011.5,2015-07-31,6
2015-07-31 07:00:00,73.90,69.00,9.20,1011.9,2015-07-31,7
2015-07-31 08:00:00,73.00,66.00,0.00,1011.9,2015-07-31,8
2015-07-31 09:00:00,70.00,71.00,0.00,1012.2,2015-07-31,9
2015-07-31 10:00:00,72.00,66.00,3.50,1012.2,2015-07-31,10
2015-07-31 11:00:00,75.90,62.00,3.50,1012.9,2015-07-31,11
2015-07-31 12:00:00,80.10,47.00,9.20,1012.9,2015-07-31,12
2015-07-31 13:00:00,82.00,46.00,11.50,1012.9,2015-07-31,13
2015-07-31 14:00:00,84.90,43.00,8.10,1012.9,2015-07-31,14
2015-07-31 15:00:00,86.00,35.00,8.10,1012.5,2015-07-31,15
2015-07-31 16:00:00,88.00,32.00,8.10,1012.2,2015-07-31,16
2015-07-31 17:00:00,88.00,32.00,8.10,1011.9,2015-07-31,17
2015-07-31 18:00:00,89.10,31.00,11.50,1011.5,2015-07-31,18
2015-07-31 19:00:00,90.00,30.00,6.90,1010.8,2015-07-31,19
2015-07-31 20:00:00,90.00,30.00,11.50,1010.5,2015-07-31,20
2015-07-31 21:00:00,89.10,31.00,8.10,1010.2,2015-07-31,21
2015-07-31 22:00:00,89.10,31.00,11.50,1010.2,2015-07-31,22
2015-07-31 23:00:00,87.10,32.00,9.20,1010.2,2015-07-31,23
2015-08-01 00:00:00,82.90,44.00,9.20,1010.5,2015-08-01,0
2015-08-01 01:00:00,82.00,49.00,6.90,1011.2,2015-08-01,1
2015-08-01 02:00:00,79.00,56.00,0.00,1011.5,2015-08-01,2
2015-08-01 03:00:00,78.10,60.00,6.90,1011.5,2015-08-01,3
2015-08-01 04:00:00,77.00,66.00,8.10,1011.2,2015-08-01,4
2015-08-01 05:00:00,75.90,69.00,8.10,1010.8,2015-08-01,5
2015-08-01 06:00:00,75.90,69.00,9.20,1010.5,2015-08-01,6
2015-08-01 07:00:00,75.00,74.00,6.90,1010.2,2015-08-01,7
2015-08-01 08:00:00,75.90,72.00,10.40,1010.2,2015-08-01,8
2015-08-01 09:00:00,75.00,74.00,6.90,1010.2,2015-08-01,9
2015-08-01 10:00:00,75.90,67.00,8.10,1010.5,2015-08-01,10
2015-08-01 11:00:00,77.55,62.00,8.65,1010.6,2015-08-01,11
2015-08-01 12:00:00,80.10,52.00,12.70,1011.2,2015-08-01,12
2015-08-01 13:00:00,82.90,48.00,10.40,1010.8,2015-08-01,13
2015-08-01 14:00:00,82.90,48.00,12.70,1010.8,2015-08-01,14
2015-08-01 15:00:00,86.00,39.00,9.20,1011.2,2015-08-01,15
2015-08-01 16:00:00,88.00,31.00,15.00,1011.2,2015-08-01,16
2015-08-01 17:00:00,88.00,33.00,12.70,1010.5,2015-08-01,17
2015-08-01 18:00:00,87.10,36.00,16.10,1010.2,2015-08-01,18
2015-08-01 19:00:00,88.00,35.00,13.80,1010.2,2015-08-01,19
2015-08-01 20:00:00,89.10,32.00,13.80,1009.8,2015-08-01,20
2015-08-01 21:00:00,88.00,35.00,16.10,1009.8,2015-08-01,21
2015-08-01 22:00:00,88.00,32.00,16.10,1009.8,2015-08-01,22
2015-08-01 23:00:00,84.00,40.00,11.50,1010.2,2015-08-01,23
2015-08-02 00:00:00,82.90,43.00,6.90,1010.8,2015-08-02,0
2015-08-02 01:00:00,82.90,44.00,8.10,1011.5,2015-08-02,1
2015-08-02 02:00:00,82.90,41.00,6.90,1011.5,2015-08-02,2
2015-08-02 03:00:00,81.00,44.00,8.10,1011.9,2015-08-02,3
2015-08-02 04:00:00,77.00,60.00,4.60,1012.2,2015-08-02,4
2015-08-02 05:00:00,73.90,67.00,3.50,1012.2,2015-08-02,5
2015-08-02 06:00:00,73.90,60.00,6.90,1012.2,2015-08-02,6
2015-08-02 07:00:00,72.00,64.00,5.80,1012.5,2015-08-02,7
2015-08-02 08:00:00,72.00,61.00,6.90,1012.5,2015-08-02,8
2015-08-02 09:00:00,71.10,61.00,0.00,1012.9,2015-08-02,9
2015-08-02 10:00:00,72.00,59.00,0.00,1012.9,2015-08-02,10
2015-08-02 11:00:00,75.00,55.00,3.50,1013.5,2015-08-02,11
2015-08-02 12:00:00,78.10,52.00,3.50,1013.9,2015-08-02,12
2015-08-02 13:00:00,82.90,44.00,0.00,1013.9,2015-08-02,13
2015-08-02 14:00:00,84.00,40.00,3.50,1014.2,2015-08-02,14
2015-08-02 15:00:00,84.90,36.00,6.90,1014.2,2015-08-02,15
2015-08-02 16:00:00,87.10,30.00,6.90,1013.9,2015-08-02,16
2015-08-02 17:00:00,88.00,28.00,9.20,1013.2,2015-08-02,17
2015-08-02 18:00:00,89.10,27.00,9.20,1013.2,2015-08-02,18
2015-08-02 19:00:00,89.10,30.00,11.50,1013.2,2015-08-02,19
2015-08-02 20:00:00,89.10,26.00,10.40,1012.9,2015-08-02,20
2015-08-02 21:00:00,89.10,28.00,10.40,1012.5,2015-08-02,21
2015-08-02 22:00:00,88.00,29.00,10.40,1011.9,2015-08-02,22
2015-08-02 23:00:00,84.90,36.00,8.10,1012.5,2015-08-02,23
2015-08-03 00:00:00,82.90,40.00,9.20,1012.9,2015-08-03,0
2015-08-03 01:00:00,82.00,44.00,9.20,1012.5,2015-08-03,1
2015-08-03 02:00:00,78.10,58.00,8.10,1012.2,2015-08-03,2
2015-08-03 03:00:00,77.00,62.00,9.20,1012.2,2015-08-03,3
2015-08-03 04:00:00,77.00,62.00,6.90,1012.2,2015-08-03,4
2015-08-03 05:00:00,75.00,69.00,6.90,1011.9,2015-08-03,5
2015-08-03 06:00:00,75.00,69.00,5.80,1011.5,2015-08-03,6
2015-08-03 07:00:00,73.00,74.00,8.10,1011.5,2015-08-03,7
2015-08-03 08:00:00,73.00,74.00,6.90,1011.2,2015-08-03,8
2015-08-03 09:00:00,73.00,76.00,3.50,1011.2,2015-08-03,9
2015-08-03 10:00:00,73.00,76.00,8.10,1011.5,2015-08-03,10
2015-08-03 11:00:00,75.90,69.00,9.20,1011.5,2015-08-03,11
2015-08-03 12:00:00,79.00,62.00,12.70,1011.5,2015-08-03,12
2015-08-03 13:00:00,82.90,51.00,15.00,1011.5,2015-08-03,13
2015-08-03 14:00:00,84.90,46.00,17.30,1011.5,2015-08-03,14
2015-08-03 15:00:00,84.90,45.00,15.00,1011.2,2015-08-03,15
